SEASON,ROUND,SC TEAM,PLAYER,TEAM,POS,PROJ,PTS
2018,22,VlastuinTrnslation,C.Daniel,WBD,FWD,81,75
2018,22,VlastuinTrnslation,J.Macrae,WBD,MID,116,110
2018,22,VlastuinTrnslation,T.Phillips,COL,MID,95,81
2018,22,VlastuinTrnslation,D.Mundy,FRE,FWD,98,109
2018,22,VlastuinTrnslation,K.Simpson,CAR,DEF,103,144
2018,22,VlastuinTrnslation,J.Gunston,HAW,FWD,115,140
2018,22,VlastuinTrnslation,L.Breust,HAW,FWD,81,76
2018,22,VlastuinTrnslation,L.Hodge,BRL,DEF,91,89
2018,22,VlastuinTrnslation,S.Hurn,WCE,DEF,80,78
2018,22,VlastuinTrnslation,L.Shuey,WCE,MID,96,89
2018,22,VlastuinTrnslation,C.Oliver,MEL,MID,120,93
2018,22,VlastuinTrnslation,S.Ross,STK,MID,130,103
2018,22,VlastuinTrnslation,J.Webster,STK,DEF,73,83
2018,22,VlastuinTrnslation,B.Ebert,PTA,BEN,94,95
2018,22,VlastuinTrnslation,M.Barlow,GCS,BEN,84,84
2018,22,VlastuinTrnslation,T.Doedee,ADE,BEN,67,79
2018,22,VlastuinTrnslation,J.Jenkins,ADE,BEN,111,95
2018,23,VlastuinTrnslation,M.Hurley,ESS,DEF,0,62
2018,23,VlastuinTrnslation,J.Polec,PTA,MID,0,108
2018,23,VlastuinTrnslation,T.Boak,PTA,FWD,0,89
2018,23,VlastuinTrnslation,G.Ablett,GEE,MID,0,97
2018,23,VlastuinTrnslation,T.Nankervis,RIC,RUC,0,135
2018,23,VlastuinTrnslation,J.Macrae,WBD,MID,0,163
2018,23,VlastuinTrnslation,T.Phillips,COL,MID,0,93
2018,23,VlastuinTrnslation,D.Mundy,FRE,FWD,0,79
2018,23,VlastuinTrnslation,J.Jenkins,ADE,FWD,0,129
2018,23,VlastuinTrnslation,K.Simpson,CAR,DEF,0,72
2018,23,VlastuinTrnslation,J.Gunston,HAW,FWD,0,88
2018,23,VlastuinTrnslation,L.Breust,HAW,FWD,0,119
2018,23,VlastuinTrnslation,L.Hodge,BRL,DEF,0,52
2018,23,VlastuinTrnslation,S.Hurn,WCE,DEF,0,107
2018,23,VlastuinTrnslation,L.Shuey,WCE,MID,0,111
2018,23,VlastuinTrnslation,C.Oliver,MEL,MID,0,107
2018,23,VlastuinTrnslation,S.Ross,STK,MID,0,129
2018,23,VlastuinTrnslation,J.Webster,STK,DEF,0,64
2018,23,VlastuinTrnslation,M.Barlow,GCS,BEN,0,105
2018,23,VlastuinTrnslation,C.Daniel,WBD,BEN,0,112
2018,23,VlastuinTrnslation,H.Himmelberg,GWS,BEN,0,70
2018,23,VlastuinTrnslation,T.Dumont,NTH,BEN,0,162
2018,1,Crippstocurrency,Z.Merrett,ESS,MID,88,17
2018,1,Crippstocurrency,C.Wingard,PTA,FWD,93,110
2018,1,Crippstocurrency,T.Hawkins,GEE,FWD,91,57
2018,1,Crippstocurrency,J.Harbrow,GCS,DEF,79,92
2018,1,Crippstocurrency,S.Grigg,RIC,MID,73,45
2018,1,Crippstocurrency,A.Rance,RIC,DEF,103,83
2018,1,Crippstocurrency,S.Biggs,WBD,DEF,69,45
2018,1,Crippstocurrency,R.Laird,ADE,DEF,117,137
2018,1,Crippstocurrency,L.Jones,CAR,DEF,83,54
2018,1,Crippstocurrency,P.Cripps,CAR,MID,109,130
2018,1,Crippstocurrency,R.Lester,BRL,FWD,70,88
2018,1,Crippstocurrency,S.Martin,BRL,RUC,124,111
2018,1,Crippstocurrency,A.Gaff,WCE,MID,88,92
2018,1,Crippstocurrency,J.Lewis,MEL,MID,84,90
2018,1,Crippstocurrency,S.Coniglio,GWS,MID,121,129
2018,1,Crippstocurrency,J.Cameron,GWS,FWD,78,120
2018,1,Crippstocurrency,J.Steele,STK,MID,92,74
2018,1,Crippstocurrency,J.Billings,STK,FWD,104,133
2018,1,Crippstocurrency,J.Pittard,PTA,BEN,77,0
2018,1,Crippstocurrency,D.Hannebery,SYD,BEN,89,0
2018,1,Crippstocurrency,T.McDonald,MEL,BEN,80,0
2018,1,Crippstocurrency,R.Lobb,GWS,BEN,84,97
2018,2,Crippstocurrency,Z.Merrett,ESS,MID,85,95
2018,2,Crippstocurrency,C.Wingard,PTA,FWD,84,49
2018,2,Crippstocurrency,J.Harbrow,GCS,DEF,75,59
2018,2,Crippstocurrency,A.Rance,RIC,DEF,105,99
2018,2,Crippstocurrency,R.Laird,ADE,DEF,121,120
2018,2,Crippstocurrency,P.Cripps,CAR,MID,113,115
2018,2,Crippstocurrency,D.Hannebery,SYD,MID,87,87
2018,2,Crippstocurrency,S.Martin,BRL,RUC,116,63
2018,2,Crippstocurrency,R.Lester,BRL,FWD,66,56
2018,2,Crippstocurrency,T.Barrass,WCE,DEF,81,112
2018,2,Crippstocurrency,A.Gaff,WCE,MID,90,103
2018,2,Crippstocurrency,J.Lewis,MEL,MID,84,83
2018,2,Crippstocurrency,S.Coniglio,GWS,MID,128,120
2018,2,Crippstocurrency,J.Cameron,GWS,FWD,71,46
2018,2,Crippstocurrency,R.Lobb,GWS,FWD,81,58
2018,2,Crippstocurrency,S.Thompson,NTH,DEF,79,81
2018,2,Crippstocurrency,J.Steele,STK,MID,87,68
2018,2,Crippstocurrency,J.Billings,STK,FWD,98,79
2018,2,Crippstocurrency,J.Pittard,PTA,BEN,83,0
2018,2,Crippstocurrency,T.Miller,GCS,BEN,74,51
2018,2,Crippstocurrency,J.Riewoldt,RIC,BEN,78,70
2018,2,Crippstocurrency,T.McDonald,MEL,BEN,71,0
2018,3,Crippstocurrency,Z.Merrett,ESS,MID,74,53
2018,3,Crippstocurrency,C.Wingard,PTA,FWD,84,89
2018,3,Crippstocurrency,T.Kelly,GEE,MID,108,90
2018,3,Crippstocurrency,A.Rance,RIC,DEF,111,113
2018,3,Crippstocurrency,J.Riewoldt,RIC,FWD,84,115
2018,3,Crippstocurrency,R.Laird,ADE,DEF,122,105
2018,3,Crippstocurrency,P.Cripps,CAR,MID,112,92
2018,3,Crippstocurrency,I.Smith,HAW,MID,98,75
2018,3,Crippstocurrency,D.Hannebery,SYD,MID,84,81
2018,3,Crippstocurrency,S.Martin,BRL,RUC,129,154
2018,3,Crippstocurrency,C.Cameron,BRL,FWD,79,91
2018,3,Crippstocurrency,A.Gaff,WCE,MID,96,123
2018,3,Crippstocurrency,T.Barrass,WCE,DEF,74,36
2018,3,Crippstocurrency,S.Coniglio,GWS,MID,136,124
2018,3,Crippstocurrency,R.Lobb,GWS,FWD,78,59
2018,3,Crippstocurrency,S.Thompson,NTH,DEF,80,71
2018,3,Crippstocurrency,J.Carlisle,STK,DEF,71,64
2018,3,Crippstocurrency,J.Billings,STK,FWD,92,54
2018,3,Crippstocurrency,J.Pittard,PTA,BEN,80,0
2018,3,Crippstocurrency,T.McDonald,MEL,BEN,72,0
2018,3,Crippstocurrency,J.Lewis,MEL,BEN,87,103
2018,3,Crippstocurrency,J.Cameron,GWS,BEN,70,87
2018,4,Crippstocurrency,Z.Merrett,ESS,MID,74,107
2018,4,Crippstocurrency,C.Wingard,PTA,FWD,72,52
2018,4,Crippstocurrency,T.Kelly,GEE,MID,104,89
2018,4,Crippstocurrency,A.Rance,RIC,DEF,107,75
2018,4,Crippstocurrency,J.Riewoldt,RIC,FWD,85,88
2018,4,Crippstocurrency,R.Laird,ADE,DEF,128,129
2018,4,Crippstocurrency,P.Cripps,CAR,MID,110,92
2018,4,Crippstocurrency,I.Smith,HAW,MID,99,90
2018,4,Crippstocurrency,D.Hannebery,SYD,MID,78,67
2018,4,Crippstocurrency,S.Martin,BRL,RUC,128,94
2018,4,Crippstocurrency,C.Cameron,BRL,FWD,72,26
2018,4,Crippstocurrency,A.Gaff,WCE,MID,98,103
2018,4,Crippstocurrency,T.Barrass,WCE,DEF,78,91
2018,4,Crippstocurrency,S.Coniglio,GWS,MID,142,116
2018,4,Crippstocurrency,J.Cameron,GWS,FWD,69,83
2018,4,Crippstocurrency,S.Thompson,NTH,DEF,87,105
2018,4,Crippstocurrency,J.Carlisle,STK,DEF,76,96
2018,4,Crippstocurrency,J.Billings,STK,FWD,87,65
2018,4,Crippstocurrency,J.Pittard,PTA,BEN,85,0
2018,4,Crippstocurrency,T.McDonald,MEL,BEN,73,0
2018,4,Crippstocurrency,J.Lewis,MEL,BEN,78,42
2018,4,Crippstocurrency,R.Lobb,GWS,BEN,80,0
2018,5,Crippstocurrency,Z.Merrett,ESS,MID,75,114
2018,5,Crippstocurrency,D.Menzel,GEE,FWD,99,53
2018,5,Crippstocurrency,T.Kelly,GEE,MID,97,73
2018,5,Crippstocurrency,A.Rance,RIC,DEF,109,97
2018,5,Crippstocurrency,J.Riewoldt,RIC,FWD,81,65
2018,5,Crippstocurrency,R.Laird,ADE,DEF,131,110
2018,5,Crippstocurrency,P.Cripps,CAR,MID,122,151
2018,5,Crippstocurrency,I.Smith,HAW,MID,97,73
2018,5,Crippstocurrency,D.Hannebery,SYD,MID,70,55
2018,5,Crippstocurrency,S.Martin,BRL,RUC,128,97
2018,5,Crippstocurrency,A.Gaff,WCE,MID,104,128
2018,5,Crippstocurrency,T.Barrass,WCE,DEF,69,23
2018,5,Crippstocurrency,S.Coniglio,GWS,MID,148,116
2018,5,Crippstocurrency,J.Cameron,GWS,FWD,69,86
2018,5,Crippstocurrency,B.Deledio,GWS,FWD,85,153
2018,5,Crippstocurrency,S.Thompson,NTH,DEF,97,125
2018,5,Crippstocurrency,J.Carlisle,STK,DEF,75,57
2018,5,Crippstocurrency,J.Billings,STK,FWD,85,85
2018,5,Crippstocurrency,J.Pittard,PTA,BEN,82,0
2018,5,Crippstocurrency,C.Wingard,PTA,BEN,64,45
2018,5,Crippstocurrency,T.McDonald,MEL,BEN,74,0
2018,5,Crippstocurrency,R.Lobb,GWS,BEN,78,0
2018,6,Crippstocurrency,Z.Merrett,ESS,MID,93,111
2018,6,Crippstocurrency,C.Wingard,PTA,FWD,58,77
2018,6,Crippstocurrency,T.Kelly,GEE,MID,95,106
2018,6,Crippstocurrency,A.Rance,RIC,DEF,108,79
2018,6,Crippstocurrency,J.Riewoldt,RIC,FWD,80,96
2018,6,Crippstocurrency,R.Laird,ADE,DEF,122,99
2018,6,Crippstocurrency,P.Cripps,CAR,MID,124,143
2018,6,Crippstocurrency,I.Smith,HAW,MID,106,143
2018,6,Crippstocurrency,S.Martin,BRL,RUC,123,92
2018,6,Crippstocurrency,A.Gaff,WCE,MID,106,103
2018,6,Crippstocurrency,T.McDonald,MEL,DEF,74,86
2018,6,Crippstocurrency,S.Coniglio,GWS,MID,139,93
2018,6,Crippstocurrency,B.Deledio,GWS,FWD,97,111
2018,6,Crippstocurrency,J.Cameron,GWS,FWD,63,85
2018,6,Crippstocurrency,S.Thompson,NTH,DEF,91,80
2018,6,Crippstocurrency,J.Steele,STK,MID,86,96
2018,6,Crippstocurrency,J.Carlisle,STK,DEF,78,90
2018,6,Crippstocurrency,J.Billings,STK,FWD,68,47
2018,6,Crippstocurrency,J.Pittard,PTA,BEN,82,0
2018,6,Crippstocurrency,D.Menzel,GEE,BEN,99,0
2018,6,Crippstocurrency,D.Hannebery,SYD,BEN,70,0
2018,6,Crippstocurrency,R.Lobb,GWS,BEN,78,0
2018,7,Crippstocurrency,Z.Merrett,ESS,MID,89,72
2018,7,Crippstocurrency,J.Pittard,PTA,DEF,76,31
2018,7,Crippstocurrency,S.Gray,PTA,FWD,83,39
2018,7,Crippstocurrency,T.Kelly,GEE,MID,95,115
2018,7,Crippstocurrency,J.Riewoldt,RIC,FWD,85,93
2018,7,Crippstocurrency,A.Rance,RIC,DEF,108,98
2018,7,Crippstocurrency,R.Laird,ADE,DEF,120,120
2018,7,Crippstocurrency,P.Cripps,CAR,MID,116,94
2018,7,Crippstocurrency,I.Smith,HAW,MID,101,90
2018,7,Crippstocurrency,S.Martin,BRL,RUC,136,114
2018,7,Crippstocurrency,J.Cripps,WCE,FWD,95,83
2018,7,Crippstocurrency,A.Gaff,WCE,MID,107,107
2018,7,Crippstocurrency,T.McDonald,MEL,FWD,73,86
2018,7,Crippstocurrency,S.Coniglio,GWS,MID,125,64
2018,7,Crippstocurrency,S.Thompson,NTH,DEF,91,75
2018,7,Crippstocurrency,J.Steele,STK,MID,87,75
2018,7,Crippstocurrency,J.Carlisle,STK,DEF,71,64
2018,7,Crippstocurrency,J.Billings,STK,FWD,64,57
2018,7,Crippstocurrency,D.Hannebery,SYD,BEN,70,0
2018,7,Crippstocurrency,B.Deledio,GWS,BEN,97,0
2018,7,Crippstocurrency,J.Cameron,GWS,BEN,63,0
2018,7,Crippstocurrency,R.Lobb,GWS,BEN,78,0
2018,8,Crippstocurrency,Z.Merrett,ESS,MID,94,79
2018,8,Crippstocurrency,S.Gray,PTA,FWD,76,96
2018,8,Crippstocurrency,T.Kelly,GEE,MID,95,91
2018,8,Crippstocurrency,A.Rance,RIC,DEF,103,91
2018,8,Crippstocurrency,J.Riewoldt,RIC,FWD,79,85
2018,8,Crippstocurrency,R.Laird,ADE,DEF,117,89
2018,8,Crippstocurrency,P.Cripps,CAR,MID,119,111
2018,8,Crippstocurrency,I.Smith,HAW,MID,95,49
2018,8,Crippstocurrency,S.Martin,BRL,RUC,126,112
2018,8,Crippstocurrency,J.Cripps,WCE,FWD,98,78
2018,8,Crippstocurrency,A.Gaff,WCE,MID,103,102
2018,8,Crippstocurrency,T.McDonald,MEL,DEF,82,135
2018,8,Crippstocurrency,S.Coniglio,GWS,MID,119,100
2018,8,Crippstocurrency,J.Cameron,GWS,FWD,67,73
2018,8,Crippstocurrency,R.Lobb,GWS,FWD,88,107
2018,8,Crippstocurrency,S.Thompson,NTH,DEF,86,45
2018,8,Crippstocurrency,J.Steele,STK,MID,88,71
2018,8,Crippstocurrency,J.Carlisle,STK,DEF,67,38
2018,8,Crippstocurrency,J.Pittard,PTA,BEN,76,0
2018,8,Crippstocurrency,D.Hannebery,SYD,BEN,70,0
2018,8,Crippstocurrency,B.Deledio,GWS,BEN,97,0
2018,8,Crippstocurrency,J.Billings,STK,BEN,64,54
2018,9,Crippstocurrency,C.McKenna,ESS,DEF,99,79
2018,9,Crippstocurrency,R.Gray,PTA,FWD,108,67
2018,9,Crippstocurrency,T.Kelly,GEE,MID,87,48
2018,9,Crippstocurrency,T.Miller,GCS,MID,97,127
2018,9,Crippstocurrency,J.Riewoldt,RIC,FWD,84,114
2018,9,Crippstocurrency,T.Doedee,ADE,DEF,76,91
2018,9,Crippstocurrency,R.Laird,ADE,DEF,112,102
2018,9,Crippstocurrency,S.Kerridge,CAR,MID,87,93
2018,9,Crippstocurrency,I.Smith,HAW,MID,99,107
2018,9,Crippstocurrency,B.Ronke,SYD,FWD,96,71
2018,9,Crippstocurrency,D.Hannebery,SYD,MID,64,52
2018,9,Crippstocurrency,S.Martin,BRL,RUC,122,79
2018,9,Crippstocurrency,A.Gaff,WCE,MID,105,114
2018,9,Crippstocurrency,J.Cripps,WCE,FWD,83,44
2018,9,Crippstocurrency,T.McDonald,MEL,DEF,98,118
2018,9,Crippstocurrency,S.Coniglio,GWS,MID,113,89
2018,9,Crippstocurrency,R.Lobb,GWS,FWD,84,64
2018,9,Crippstocurrency,S.Thompson,NTH,DEF,79,69
2018,9,Crippstocurrency,J.Pittard,PTA,BEN,76,0
2018,9,Crippstocurrency,E.Curnow,CAR,BEN,119,0
2018,9,Crippstocurrency,B.Deledio,GWS,BEN,97,0
2018,9,Crippstocurrency,J.Cameron,GWS,BEN,65,72
2018,10,Crippstocurrency,C.McKenna,ESS,DEF,92,76
2018,10,Crippstocurrency,S.McKernan,ESS,FWD,71,48
2018,10,Crippstocurrency,T.Kelly,GEE,MID,83,57
2018,10,Crippstocurrency,J.Riewoldt,RIC,FWD,72,3
2018,10,Crippstocurrency,T.Doedee,ADE,DEF,76,104
2018,10,Crippstocurrency,R.Laird,ADE,DEF,109,98
2018,10,Crippstocurrency,E.Curnow,CAR,MID,116,110
2018,10,Crippstocurrency,S.Kerridge,CAR,MID,84,55
2018,10,Crippstocurrency,I.Smith,HAW,MID,103,90
2018,10,Crippstocurrency,B.Ronke,SYD,FWD,94,74
2018,10,Crippstocurrency,D.Hannebery,SYD,MID,62,76
2018,10,Crippstocurrency,S.Martin,BRL,RUC,131,134
2018,10,Crippstocurrency,C.Cameron,BRL,FWD,67,38
2018,10,Crippstocurrency,A.Gaff,WCE,MID,106,135
2018,10,Crippstocurrency,T.McDonald,MEL,DEF,107,80
2018,10,Crippstocurrency,S.Coniglio,GWS,MID,118,138
2018,10,Crippstocurrency,J.Cameron,GWS,FWD,61,61
2018,10,Crippstocurrency,S.Thompson,NTH,DEF,71,85
2018,10,Crippstocurrency,J.Pittard,PTA,BEN,76,0
2018,10,Crippstocurrency,R.Gray,PTA,BEN,108,0
2018,10,Crippstocurrency,T.Miller,GCS,BEN,97,0
2018,10,Crippstocurrency,B.Deledio,GWS,BEN,97,0
2018,11,Crippstocurrency,C.McKenna,ESS,DEF,86,49
2018,11,Crippstocurrency,S.McKernan,ESS,FWD,68,77
2018,11,Crippstocurrency,R.Gray,PTA,FWD,100,96
2018,11,Crippstocurrency,T.Kelly,GEE,MID,98,130
2018,11,Crippstocurrency,T.Miller,GCS,MID,103,101
2018,11,Crippstocurrency,J.Riewoldt,RIC,FWD,61,35
2018,11,Crippstocurrency,T.Doedee,ADE,DEF,75,78
2018,11,Crippstocurrency,R.Laird,ADE,DEF,112,111
2018,11,Crippstocurrency,E.Curnow,CAR,MID,112,109
2018,11,Crippstocurrency,S.Kerridge,CAR,MID,88,134
2018,11,Crippstocurrency,I.Smith,HAW,MID,85,63
2018,11,Crippstocurrency,B.Ronke,SYD,FWD,89,63
2018,11,Crippstocurrency,S.Martin,BRL,RUC,134,106
2018,11,Crippstocurrency,A.Gaff,WCE,MID,103,85
2018,11,Crippstocurrency,T.McDonald,MEL,DEF,124,164
2018,11,Crippstocurrency,S.Coniglio,GWS,MID,117,89
2018,11,Crippstocurrency,J.Cameron,GWS,FWD,59,73
2018,11,Crippstocurrency,S.Thompson,NTH,DEF,67,61
2018,11,Crippstocurrency,J.Pittard,PTA,BEN,76,0
2018,11,Crippstocurrency,D.Hannebery,SYD,BEN,56,46
2018,11,Crippstocurrency,C.Cameron,BRL,BEN,64,26
2018,11,Crippstocurrency,B.Deledio,GWS,BEN,97,0
2018,12,Crippstocurrency,S.McKernan,ESS,FWD,72,67
2018,12,Crippstocurrency,J.Pittard,PTA,DEF,71,78
2018,12,Crippstocurrency,R.Gray,PTA,FWD,100,91
2018,12,Crippstocurrency,T.Kelly,GEE,MID,92,91
2018,12,Crippstocurrency,T.Miller,GCS,MID,98,81
2018,12,Crippstocurrency,J.Riewoldt,RIC,FWD,58,77
2018,12,Crippstocurrency,T.Doedee,ADE,DEF,78,82
2018,12,Crippstocurrency,C.Ellis-Yolmen,ADE,MID,67,59
2018,12,Crippstocurrency,S.Kerridge,CAR,MID,88,0
2018,12,Crippstocurrency,E.Curnow,CAR,MID,112,0
2018,12,Crippstocurrency,B.Ronke,SYD,FWD,88,52
2018,12,Crippstocurrency,S.Martin,BRL,RUC,133,110
2018,12,Crippstocurrency,J.Lewis,MEL,MID,87,117
2018,12,Crippstocurrency,T.McDonald,MEL,DEF,132,123
2018,12,Crippstocurrency,J.Cameron,GWS,FWD,73,168
2018,12,Crippstocurrency,P.Ahern,NTH,MID,71,57
2018,12,Crippstocurrency,S.Thompson,NTH,DEF,64,58
2018,12,Crippstocurrency,L.Austin,STK,DEF,66,73
2018,12,Crippstocurrency,R.Laird,ADE,BEN,112,0
2018,12,Crippstocurrency,I.Smith,HAW,BEN,85,0
2018,12,Crippstocurrency,A.Gaff,WCE,BEN,103,0
2018,12,Crippstocurrency,S.Coniglio,GWS,BEN,117,0
2018,13,Crippstocurrency,J.Pittard,PTA,DEF,68,53
2018,13,Crippstocurrency,R.Gray,PTA,FWD,103,121
2018,13,Crippstocurrency,T.Kelly,GEE,MID,89,75
2018,13,Crippstocurrency,J.Witts,GCS,RUC,87,54
2018,13,Crippstocurrency,T.Miller,GCS,MID,95,71
2018,13,Crippstocurrency,J.Riewoldt,RIC,FWD,57,77
2018,13,Crippstocurrency,T.Doedee,ADE,DEF,79,59
2018,13,Crippstocurrency,R.Laird,ADE,DEF,112,0
2018,13,Crippstocurrency,D.Thomas,CAR,FWD,79,83
2018,13,Crippstocurrency,E.Curnow,CAR,MID,114,95
2018,13,Crippstocurrency,S.Kerridge,CAR,MID,91,82
2018,13,Crippstocurrency,I.Smith,HAW,MID,84,83
2018,13,Crippstocurrency,R.Henderson,HAW,MID,71,32
2018,13,Crippstocurrency,B.Ronke,SYD,FWD,79,84
2018,13,Crippstocurrency,A.Gaff,WCE,MID,97,74
2018,13,Crippstocurrency,B.Sheppard,WCE,DEF,86,57
2018,13,Crippstocurrency,J.Cameron,GWS,FWD,73,0
2018,13,Crippstocurrency,L.Austin,STK,DEF,65,54
2018,13,Crippstocurrency,S.Martin,BRL,BEN,133,0
2018,13,Crippstocurrency,T.McDonald,MEL,BEN,132,0
2018,13,Crippstocurrency,S.Coniglio,GWS,BEN,117,0
2018,13,Crippstocurrency,S.Thompson,NTH,BEN,64,0
2018,14,Crippstocurrency,J.Pittard,PTA,DEF,59,63
2018,14,Crippstocurrency,S.Gray,PTA,FWD,69,63
2018,14,Crippstocurrency,R.Gray,PTA,FWD,97,92
2018,14,Crippstocurrency,J.Martin,GCS,FWD,67,76
2018,14,Crippstocurrency,T.Miller,GCS,MID,92,94
2018,14,Crippstocurrency,D.Thomas,CAR,FWD,73,90
2018,14,Crippstocurrency,E.Curnow,CAR,MID,106,92
2018,14,Crippstocurrency,I.Smith,HAW,MID,87,64
2018,14,Crippstocurrency,R.Henderson,HAW,MID,68,63
2018,14,Crippstocurrency,S.Martin,BRL,RUC,123,68
2018,14,Crippstocurrency,A.Gaff,WCE,MID,101,122
2018,14,Crippstocurrency,B.Sheppard,WCE,DEF,86,92
2018,14,Crippstocurrency,D.Tyson,MEL,MID,63,66
2018,14,Crippstocurrency,T.McDonald,MEL,DEF,122,90
2018,14,Crippstocurrency,S.Coniglio,GWS,MID,122,83
2018,14,Crippstocurrency,P.Davis,GWS,DEF,90,64
2018,14,Crippstocurrency,J.Cameron,GWS,FWD,72,69
2018,14,Crippstocurrency,S.Thompson,NTH,DEF,73,92
2018,14,Crippstocurrency,T.Kelly,GEE,BEN,89,0
2018,14,Crippstocurrency,J.Riewoldt,RIC,BEN,57,0
2018,14,Crippstocurrency,R.Laird,ADE,BEN,112,0
2018,14,Crippstocurrency,S.Kerridge,CAR,BEN,91,0
2018,15,Crippstocurrency,J.Pittard,PTA,DEF,53,43
2018,15,Crippstocurrency,R.Gray,PTA,FWD,101,85
2018,15,Crippstocurrency,T.Kelly,GEE,MID,100,95
2018,15,Crippstocurrency,J.Martin,GCS,FWD,67,91
2018,15,Crippstocurrency,T.Miller,GCS,MID,90,115
2018,15,Crippstocurrency,J.Riewoldt,RIC,FWD,61,135
2018,15,Crippstocurrency,R.Laird,ADE,DEF,110,111
2018,15,Crippstocurrency,E.Curnow,CAR,MID,103,102
2018,15,Crippstocurrency,I.Smith,HAW,MID,85,98
2018,15,Crippstocurrency,S.Martin,BRL,RUC,138,142
2018,15,Crippstocurrency,A.Gaff,WCE,MID,105,136
2018,15,Crippstocurrency,B.Sheppard,WCE,DEF,86,100
2018,15,Crippstocurrency,T.McDonald,MEL,FWD,105,39
2018,15,Crippstocurrency,C.Petracca,MEL,FWD,71,85
2018,15,Crippstocurrency,S.Coniglio,GWS,MID,124,111
2018,15,Crippstocurrency,P.Davis,GWS,DEF,89,78
2018,15,Crippstocurrency,S.Thompson,NTH,DEF,77,89
2018,15,Crippstocurrency,J.Steele,STK,MID,84,104
2018,15,Crippstocurrency,S.Kerridge,CAR,BEN,91,0
2018,15,Crippstocurrency,D.Thomas,CAR,BEN,73,0
2018,15,Crippstocurrency,R.Henderson,HAW,BEN,69,62
2018,15,Crippstocurrency,J.Cameron,GWS,BEN,72,0
2018,16,Crippstocurrency,R.Gray,PTA,FWD,103,109
2018,16,Crippstocurrency,T.Kelly,GEE,MID,104,76
2018,16,Crippstocurrency,J.Martin,GCS,FWD,72,83
2018,16,Crippstocurrency,T.Miller,GCS,MID,91,109
2018,16,Crippstocurrency,J.Riewoldt,RIC,FWD,78,98
2018,16,Crippstocurrency,R.Laird,ADE,DEF,109,84
2018,16,Crippstocurrency,D.Thomas,CAR,FWD,79,110
2018,16,Crippstocurrency,E.Curnow,CAR,MID,99,90
2018,16,Crippstocurrency,I.Smith,HAW,MID,89,106
2018,16,Crippstocurrency,S.Martin,BRL,RUC,132,110
2018,16,Crippstocurrency,A.Gaff,WCE,MID,102,123
2018,16,Crippstocurrency,B.Sheppard,WCE,DEF,77,61
2018,16,Crippstocurrency,T.McDonald,MEL,DEF,110,103
2018,16,Crippstocurrency,C.Petracca,MEL,FWD,81,138
2018,16,Crippstocurrency,S.Coniglio,GWS,MID,129,106
2018,16,Crippstocurrency,P.Davis,GWS,DEF,89,71
2018,16,Crippstocurrency,S.Thompson,NTH,DEF,88,139
2018,16,Crippstocurrency,J.Steele,STK,MID,84,81
2018,16,Crippstocurrency,S.Kerridge,CAR,BEN,91,0
2018,16,Crippstocurrency,R.Henderson,HAW,BEN,67,80
2018,16,Crippstocurrency,J.Cameron,GWS,BEN,72,0
2018,16,Crippstocurrency,J.Carlisle,STK,BEN,83,0
2018,17,Crippstocurrency,R.Gray,PTA,FWD,92,37
2018,17,Crippstocurrency,T.Kelly,GEE,MID,99,107
2018,17,Crippstocurrency,J.Martin,GCS,FWD,85,97
2018,17,Crippstocurrency,T.Miller,GCS,MID,92,89
2018,17,Crippstocurrency,J.Riewoldt,RIC,FWD,87,80
2018,17,Crippstocurrency,R.Laird,ADE,DEF,116,133
2018,17,Crippstocurrency,D.Thomas,CAR,FWD,85,104
2018,17,Crippstocurrency,E.Curnow,CAR,MID,95,86
2018,17,Crippstocurrency,I.Smith,HAW,MID,91,72
2018,17,Crippstocurrency,S.Martin,BRL,RUC,141,142
2018,17,Crippstocurrency,A.Gaff,WCE,MID,106,101
2018,17,Crippstocurrency,B.Sheppard,WCE,DEF,75,53
2018,17,Crippstocurrency,T.McDonald,MEL,DEF,91,74
2018,17,Crippstocurrency,C.Petracca,MEL,FWD,74,53
2018,17,Crippstocurrency,S.Coniglio,GWS,MID,117,90
2018,17,Crippstocurrency,S.Thompson,NTH,DEF,90,71
2018,17,Crippstocurrency,J.Steele,STK,MID,97,144
2018,17,Crippstocurrency,J.Carlisle,STK,DEF,77,24
2018,17,Crippstocurrency,S.Kerridge,CAR,BEN,91,0
2018,17,Crippstocurrency,R.Henderson,HAW,BEN,59,64
2018,17,Crippstocurrency,P.Davis,GWS,BEN,90,89
2018,17,Crippstocurrency,J.Cameron,GWS,BEN,72,0
2018,18,Crippstocurrency,R.Gray,PTA,FWD,91,113
2018,18,Crippstocurrency,T.Kelly,GEE,MID,102,105
2018,18,Crippstocurrency,T.Miller,GCS,MID,100,113
2018,18,Crippstocurrency,J.Riewoldt,RIC,FWD,93,113
2018,18,Crippstocurrency,R.Laird,ADE,DEF,118,111
2018,18,Crippstocurrency,D.Thomas,CAR,FWD,85,0
2018,18,Crippstocurrency,E.Curnow,CAR,MID,94,89
2018,18,Crippstocurrency,I.Smith,HAW,MID,88,70
2018,18,Crippstocurrency,S.Martin,BRL,RUC,143,117
2018,18,Crippstocurrency,A.Gaff,WCE,MID,109,95
2018,18,Crippstocurrency,B.Sheppard,WCE,DEF,79,75
2018,18,Crippstocurrency,T.McDonald,MEL,FWD,88,107
2018,18,Crippstocurrency,C.Petracca,MEL,FWD,80,101
